N,H1,H0,T1,T2,T3,T4 (max run),T5,T6(0),T8,K[+],K[-],Kdiff,PValue,Evalue,Keys,LCC Volts,Error
194,0.9990755,1.0525957,10358,66.63040,128,14,2498,0.01790,2.79916,4.42719,1.89737,2.52982,0.94172,27.02400,12,1.684,23
195,0.9981604,1.0747601,10505,118.59840,128,14,2490,0.02525,2.79555,5.85021,1.10680,4.74342,0.41499,41.26800,12,1.682,23
196,0.9994663,1.0397849,10272,73.10080,128,13,2498,0.01360,2.80069,4.74342,2.37171,2.37171,0.97329,24.61600,12,1.692,02
197,0.9990960,1.0519973,10354,87.96160,120,13,2497,0.01770,2.79023,6.00833,2.84605,3.16228,0.52675,38.74400,12,1.682,23
198,0.9984670,1.0680901,10461,114.48960,111,12,2495,0.02305,2.78505,4.90153,0.94868,3.95285,0.74199,33.86000,12,1.682,23
199,0.9987992,1.0600964,10408,78.59200,104,13,2491,0.02040,2.79474,5.53399,2.37171,3.16228,0.63488,36.36000,12,1.680,23
200,0.9988285,1.0593446,10403,74.75200,119,14,2494,0.02015,2.78416,6.32456,0.63246,5.69210,0.80534,32.19600,12,1.680,23
201,0.9991759,1.0496062,10338,60.97280,121,12,2498,0.01690,2.78849,5.37587,2.68794,2.68794,0.81448,31.93600,12,1.682,02
202,0.9988343,1.0591943,10402,82.10560,118,14,2496,0.02010,2.79772,4.58530,1.89737,2.68794,0.80916,32.08800,12,1.684,23
203,0.9984869,1.0676364,10458,114.52800,131,13,2493,0.02290,2.79130,5.85021,1.89737,3.95285,0.52276,38.83200,12,1.682,23
204,0.9990806,1.0524460,10357,74.34240,135,13,2496,0.01785,2.78725,3.95285,1.89737,2.05548,0.93023,27.66000,12,1.684,23
205,0.9993201,1.0449848,10307,87.92960,113,14,2496,0.01535,2.79487,4.58530,1.89737,2.68794,0.99314,21.34800,12,1.685,02
206,0.9992842,1.0461760,10315,72.61440,129,15,2496,0.01575,2.78917,4.26907,2.52982,1.73925,0.96066,25.74800,12,1.686,02
207,0.9986600,1.0635599,10431,107.95520,106,16,2495,0.02155,2.79003,3.95285,3.16228,0.79057,0.68404,35.24400,12,1.686,23
208,0.9986724,1.0632584,10429,105.68960,118,13,2495,0.02145,2.78762,4.26907,1.73925,2.52982,0.69334,35.02800,12,1.687,23
209,0.9987874,1.0603973,10410,82.36800,125,11,2493,0.02050,2.79217,4.42719,1.58114,2.84605,0.66082,35.77600,12,1.687,23
210,0.9985132,1.0670318,10454,100.49920,113,14,2496,0.02270,2.79020,5.05964,2.52982,2.52982,0.49817,39.37600,12,1.677,23
211,0.9988051,1.0599460,10407,80.44160,119,15,2494,0.02035,2.78891,5.05964,1.89737,3.16228,0.56006,38.01200,12,1.677,23
212,0.9991612,1.0500543,10341,89.92640,98,14,2496,0.01705,2.79878,5.69210,1.58114,4.11096,0.71402,34.54000,12,1.677,02
213,0.9986600,1.0635599,10431,77.93920,111,14,2495,0.02155,2.78435,6.16644,2.05548,4.11096,0.27924,44.74800,12,1.678,23
214,0.9989529,1.0560412,10381,86.02240,116,13,2496,0.01905,2.80658,6.00833,2.68794,3.32039,0.66381,35.70800,12,1.676,23
215,0.9990909,1.0521469,10355,102.54080,116,16,2495,0.01775,2.79545,4.42719,1.73925,2.68794,0.95803,25.94800,12,1.677,23
216,0.9992287,1.0479647,10327,79.14240,127,13,2495,0.01635,2.79789,3.63662,1.10680,2.52982,0.96247,25.60400,12,1.679,02
217,0.9987815,1.0605477,10411,88.97920,113,13,2494,0.02055,2.79345,5.69210,4.26907,1.42302,0.59900,37.15600,12,1.669,23
218,0.9994304,1.0411202,10281,62.57920,108,12,2495,0.01405,2.78492,4.90153,3.16228,1.73925,0.94498,26.82800,12,1.679,02
219,0.9989252,1.0567913,10386,89.67680,114,13,2497,0.01930,2.77863,4.90153,1.10680,3.79473,0.92528,27.91200,12,1.681,23
220,0.9994100,1.0418626,10286,74.56000,105,16,2498,0.01430,2.79971,4.42719,3.32039,1.10680,0.94267,26.96800,12,1.679,02
221,0.9983518,1.0706635,10478,98.02880,103,11,2494,0.02390,2.78719,5.69210,1.42302,4.26907,0.24638,45.72800,12,1.679,23
222,0.9991163,1.0513992,10350,68.35840,121,15,2497,0.01750,2.78464,4.42719,1.73925,2.68794,0.90894,28.67200,12,1.680,23
223,0.9991414,1.0506518,10345,55.35360,133,14,2496,0.01725,2.78978,4.90153,2.21359,2.68794,0.61348,36.83600,12,1.680,00
224,0.9989910,1.0549917,10374,88.90880,121,13,2497,0.01870,2.79946,6.16644,2.05548,4.11096,0.84323,31.07200,12,1.680,23
225,0.9984403,1.0686952,10465,119.50080,119,14,2492,0.02325,2.78763,4.90153,2.68794,2.21359,0.57282,37.73200,12,1.682,23
226,0.9993765,1.0430512,10294,88.58240,120,12,2498,0.01470,2.79906,5.05964,3.16228,1.89737,0.95247,26.34400,12,1.681,02
227,0.9993594,1.0436459,10298,54.15040,123,14,2496,0.01490,2.80175,4.74342,4.26907,0.47434,0.95432,26.21600,12,1.681,00
228,0.9989474,1.0561912,10382,85.71520,99,13,2496,0.01910,2.80320,4.58530,3.16228,1.42302,0.73241,34.09600,12,1.682,23
229,0.9990960,1.0519973,10354,95.45600,110,11,2498,0.01770,2.79072,6.16644,1.89737,4.26907,0.87633,29.96000,12,1.682,23
230,0.9984336,1.0688465,10466,78.20160,112,11,2496,0.02330,2.79641,5.85021,2.84605,3.00416,0.35347,42.76000,12,1.684,23
231,0.9987756,1.0606982,10412,74.26560,103,12,2495,0.02060,2.80237,5.85021,1.58114,4.26907,0.60571,37.00800,12,1.686,23
232,0.9989084,1.0572415,10389,111.30240,110,13,2494,0.01945,2.79258,5.21776,1.58114,3.63662,0.88681,29.57200,12,1.676,23
233,0.9988688,1.0582927,10396,80.52480,114,13,2496,0.01980,2.78710,6.00833,2.05548,3.95285,0.88649,29.58400,12,1.674,23
234,0.9991808,1.0494569,10337,79.40480,123,14,2497,0.01685,2.79156,5.05964,2.21359,2.84605,0.93429,27.44400,12,1.684,02
235,0.9989856,1.0551416,10375,73.95200,111,14,2495,0.01875,2.79323,4.26907,1.89737,2.37171,0.93720,27.28400,12,1.683,23
236,0.9985587,1.0659742,10447,104.37120,105,15,2492,0.02235,2.79028,5.05964,2.68794,2.37171,0.41806,41.19600,12,1.683,23
237,0.9989638,1.0557412,10379,97.11360,115,11,2495,0.01895,2.79774,7.43135,3.00416,4.42719,0.55714,38.07600,12,1.693,23
238,0.9978020,1.0819191,10552,112.03200,122,15,2490,0.02760,2.79160,5.85021,1.73925,4.11096,0.19834,47.32800,12,1.693,23
239,0.9989856,1.0551416,10375,107.18720,97,16,2496,0.01875,2.78527,6.32456,2.52982,3.79473,0.56188,37.97200,12,1.693,23
240,0.9985328,1.0665784,10451,98.27840,138,14,2491,0.02255,2.78714,6.48267,1.58114,4.90153,0.46334,40.15600,12,1.693,23
241,0.9986909,1.0628063,10426,93.31200,104,12,2496,0.02130,2.79570,5.21776,1.10680,4.11096,0.86865,30.23200,12,1.694,23
242,0.9980719,1.0765846,10517,96.16640,122,15,2491,0.02585,2.79862,5.05964,0.94868,4.11096,0.37425,42.24400,12,1.692,23
243,0.9983380,1.0709665,10480,134.67520,108,12,2492,0.02400,2.79128,4.74342,0.94868,3.79473,0.69727,34.93600,12,1.692,23
244,0.9987756,1.0606982,10412,65.44640,139,13,2491,0.02060,2.79409,6.00833,3.00416,3.00416,0.56097,37.99200,12,1.692,23
245,0.9990806,1.0524460,10357,81.32480,120,12,2495,0.01785,2.79332,5.21776,2.05548,3.16228,0.87666,29.94800,12,1.690,23
246,0.9988802,1.0579923,10394,76.55040,133,14,2495,0.01970,2.80684,5.69210,2.05548,3.63662,0.79917,32.36800,12,1.690,23
247,0.9985651,1.0658232,10446,99.97440,122,11,2489,0.02230,2.80375,5.69210,1.89737,3.79473,0.50141,39.30400,12,1.689,23
248,0.9982397,1.0730897,10494,106.31040,119,18,2490,0.02470,2.79085,5.37587,3.32039,2.05548,0.44103,40.66400,12,1.699,23
249,0.9988859,1.0578421,10393,97.40160,103,14,2494,0.01965,2.79351,4.26907,3.00416,1.26491,0.84513,31.01200,12,1.697,23
250,0.9984537,1.0683926,10463,117.18400,113,16,2493,0.02315,2.79948,5.53399,1.42302,4.11096,0.66064,35.78000,12,1.697,23
251,0.9988574,1.0585932,10398,82.04800,138,14,2494,0.01990,2.77734,5.53399,1.73925,3.79473,0.52566,38.76800,12,1.695,23
252,0.9984537,1.0683926,10463,88.46720,123,15,2495,0.02315,2.79171,6.16644,0.94868,5.21776,0.61601,36.78000,12,1.705,23
253,0.9977054,1.0837527,10564,114.04160,128,13,2493,0.02820,2.79522,4.90153,1.26491,3.63662,0.20923,46.94400,12,1.704,23
254,0.9972539,1.0918788,10617,125.79200,121,16,2490,0.03085,2.79094,5.85021,0.63246,5.21776,0.06771,54.08400,12,1.706,23
255,0.9982397,1.0730897,10494,113.55520,123,13,2493,0.02470,2.79222,6.00833,0.94868,5.05964,0.37245,42.28800,12,1.708,23
256,0.9984736,1.0679388,10460,75.00160,139,14,2496,0.02300,2.79707,4.26907,1.10680,3.16228,0.77328,33.06400,12,1.707,23
257,0.9978653,1.0806981,10544,112.97280,115,13,2491,0.02720,2.79910,7.27324,1.42302,5.85021,0.09080,52.38400,12,1.707,23
258,0.9983032,1.0717244,10485,90.11200,143,13,2494,0.02425,2.79332,5.85021,1.89737,3.95285,0.36162,42.55600,12,1.708,23
259,0.9978731,1.0805455,10543,117.29920,115,21,2492,0.02715,2.79519,6.00833,0.31623,5.69210,0.40582,41.48400,12,1.708,23
260,0.9983449,1.0708150,10479,117.04960,109,12,2492,0.02395,2.77282,5.69210,1.42302,4.26907,0.50701,39.18000,12,1.710,23
261,0.9979199,1.0796305,10537,130.42560,121,14,2494,0.02685,2.79731,5.53399,0.47434,5.05964,0.21897,46.61200,12,1.709,23
262,0.9988051,1.0599460,10407,71.53920,123,12,2495,0.02035,2.78400,6.00833,0.94868,5.05964,0.76883,33.18000,12,1.709,23
263,0.9984065,1.0694519,10470,75.00160,129,15,2494,0.02350,2.78087,5.53399,1.89737,3.63662,0.21295,46.81600,12,1.710,23
264,0.9986035,1.0649175,10440,99.53920,119,13,2494,0.02200,2.79259,5.21776,1.89737,3.32039,0.80119,32.31200,12,1.710,23
265,0.9984336,1.0688465,10466,94.34880,132,12,2490,0.02330,2.81050,4.58530,1.26491,3.32039,0.59010,37.35200,12,1.710,23
266,0.9984403,1.0686952,10465,88.69120,116,15,2495,0.02325,2.78735,5.69210,1.26491,4.42719,0.65499,35.90800,12,1.720,23
267,0.9970361,1.0955737,10641,120.62080,133,15,2488,0.03205,2.79344,5.69210,0.79057,4.90153,0.03369,57.83600,12,1.730,23
268,0.9963739,1.1060942,10709,156.51200,123,12,2484,0.03545,2.79161,6.79890,0.47434,6.32456,0.00162,71.46800,12,1.729,23
269,0.9975734,1.0862010,10580,110.06720,129,14,2489,0.02900,2.78827,6.79890,2.52982,4.26907,0.05334,55.40800,12,1.728,23
270,0.9976646,1.0845173,10569,124.82560,116,15,2493,0.02845,2.78948,7.27324,1.73925,5.53399,0.04122,56.78800,12,1.730,23
271,0.9975984,1.0857417,10577,105.97760,116,12,2489,0.02885,2.78936,4.90153,1.89737,3.00416,0.10002,51.80400,12,1.729,23
272,0.9973510,1.0901885,10606,134.25280,130,11,2491,0.03030,2.79617,5.21776,1.58114,3.63662,0.12996,50.17600,12,1.739,23
273,0.9969710,1.0966532,10648,145.93280,123,15,2490,0.03240,2.79326,6.48267,1.73925,4.74342,0.01927,60.61600,12,1.749,23
274,0.9959316,1.1126307,10751,156.88960,149,13,2485,0.03755,2.80841,5.37587,0.47434,4.90153,0.00704,65.26800,12,1.747,23
275,0.9969429,1.0971160,10651,159.29600,132,11,2487,0.03255,2.79779,5.53399,0.47434,5.05964,0.04842,55.93200,12,1.747,23
276,0.9968100,1.0992781,10665,159.21920,107,13,2485,0.03325,2.78143,5.69210,0.15811,5.53399,0.04091,56.82800,12,1.747,23
277,0.9975901,1.0858948,10578,125.99040,135,13,2494,0.02890,2.80278,5.69210,1.73925,3.95285,0.12405,50.47200,12,1.737,23
278,0.9974118,1.0891139,10599,105.02400,133,17,2488,0.02995,2.79447,6.16644,1.73925,4.42719,0.01903,60.67600,12,1.738,23
279,0.9975901,1.0858948,10578,133.82400,115,13,2494,0.02890,2.80494,5.37587,2.21359,3.16228,0.10743,51.36800,12,1.738,23
280,0.9978495,1.0810032,10546,109.75360,109,12,2490,0.02730,2.79435,4.90153,1.10680,3.79473,0.26296,45.22400,12,1.736,23
281,0.9975817,1.0860479,10579,106.52160,133,14,2491,0.02895,2.78637,4.74342,1.73925,3.00416,0.13416,49.97200,12,1.736,23
282,0.9976728,1.0843644,10568,94.28480,137,16,2495,0.02840,2.78623,5.53399,1.26491,4.26907,0.16014,48.80800,12,1.726,23
283,0.9973071,1.0909566,10611,120.43520,126,13,2488,0.03055,2.79820,5.37587,1.42302,3.95285,0.16505,48.60400,12,1.725,23
284,0.9975314,1.0869670,10585,134.50240,122,16,2492,0.02925,2.78086,5.69210,1.73925,3.95285,0.04432,56.40400,12,1.725,23
285,0.9972805,1.0914176,10614,121.47840,117,14,2491,0.03070,2.77910,6.32456,0.31623,6.00833,0.12048,50.65600,12,1.725,23
286,0.9961348,1.1096701,10732,177.48480,129,14,2485,0.03660,2.78697,7.74758,2.21359,5.53399,0.00213,70.36000,12,1.724,23
287,0.9971188,1.0941870,10632,116.84480,126,14,2487,0.03160,2.79806,5.69210,1.42302,4.26907,0.03599,57.49600,12,1.722,23
288,0.9972182,1.0924940,10621,118.53440,105,12,2491,0.03105,2.79266,5.37587,0.94868,4.42719,0.15664,48.95600,12,1.712,23
289,0.9974204,1.0889604,10598,117.61280,129,15,2492,0.02990,2.78939,6.16644,1.58114,4.58530,0.07068,53.84000,12,1.712,23
290,0.9978417,1.0811558,10547,132.58880,102,18,2490,0.02735,2.79357,4.58530,2.05548,2.52982,0.27729,44.80400,12,1.713,23
291,0.9979430,1.0791732,10534,103.89120,127,17,2491,0.02670,2.79490,4.58530,2.05548,2.52982,0.40363,41.53600,12,1.712,23
292,0.9975650,1.0863542,10581,101.86880,119,13,2493,0.02905,2.79630,7.11512,2.68794,4.42719,0.04191,56.70000,12,1.722,23
293,0.9975398,1.0868138,10584,128.62080,132,13,2491,0.02920,2.80250,5.05964,1.42302,3.63662,0.07934,53.17600,12,1.712,23
294,0.9990071,1.0545421,10371,75.50080,131,15,2497,0.01855,2.78917,3.79473,1.89737,1.89737,0.92504,27.92400,12,1.713,23
295,0.9989419,1.0563412,10383,100.60160,115,13,2496,0.01915,2.78555,5.37587,2.84605,2.52982,0.78132,32.85200,12,1.715,23
296,0.9982892,1.0720277,10487,95.20000,132,12,2492,0.02435,2.79370,5.53399,-0.63246,6.16644,0.51641,38.97200,12,1.715,23
297,0.9980194,1.0776499,10524,132.65280,122,13,2496,0.02620,2.79381,4.26907,0.63246,3.63662,0.51442,39.01600,12,1.716,23
298,0.9983587,1.0705120,10477,100.85120,128,15,2496,0.02385,2.78847,6.64078,2.05548,4.58530,0.44610,40.54800,12,1.716,23
299,0.9983241,1.0712696,10482,109.01760,114,15,2495,0.02410,2.79293,5.53399,1.73925,3.79473,0.26511,45.16000,12,1.714,23
300,0.9979814,1.0784113,10529,92.44160,125,15,2489,0.02645,2.79393,4.90153,2.37171,2.52982,0.22160,46.52400,12,1.713,23
301,0.9983861,1.0699061,10473,102.40640,111,13,2494,0.02365,2.79355,6.64078,2.52982,4.11096,0.20934,46.94000,12,1.714,23
302,0.9985197,1.0668806,10453,101.72800,132,14,2494,0.02265,2.79601,5.53399,1.42302,4.11096,0.42906,40.94000,12,1.713,23
303,0.9982182,1.0735451,10497,116.01280,108,15,2493,0.02485,2.80697,5.05964,1.10680,3.95285,0.42424,41.05200,12,1.714,23
304,0.9979353,1.0793256,10535,98.72640,158,14,2494,0.02675,2.79852,5.53399,1.42302,4.11096,0.38940,41.87600,12,1.714,23
305,0.9982751,1.0723311,10489,98.44480,136,15,2497,0.02445,2.77804,5.69210,2.52982,3.16228,0.23458,46.10000,12,1.724,23
306,0.9976481,1.0848233,10571,121.19040,123,17,2492,0.02855,2.79813,6.48267,1.89737,4.58530,0.08228,52.96400,12,1.724,23
307,0.9981016,1.0759761,10513,73.65120,135,18,2487,0.02565,2.78464,5.85021,1.89737,3.95285,0.32169,43.58000,12,1.723,23
308,0.9967812,1.0997418,10668,123.52640,118,17,2490,0.03340,2.80614,5.69210,0.94868,4.74342,0.01773,61.01600,12,1.725,23
309,0.9989028,1.0573917,10390,81.61920,125,16,2495,0.01950,2.78922,4.26907,1.58114,2.68794,0.83550,31.31200,12,1.725,23
310,0.9967425,1.1003603,10672,161.38880,107,12,2487,0.03360,2.78040,7.27324,0.15811,7.11512,0.00584,66.08800,12,1.726,23
311,0.9980495,1.0770410,10520,126.44480,136,17,2492,0.02600,2.78577,5.37587,0.79057,4.58530,0.31852,43.66400,12,1.726,23
312,0.9980719,1.0765846,10517,112.27520,109,13,2490,0.02585,2.79926,5.53399,2.37171,3.16228,0.45030,40.45200,12,1.727,23
313,0.9973597,1.0900349,10605,118.76480,127,13,2486,0.03025,2.79847,7.11512,0.63246,6.48267,0.10296,51.62800,12,1.726,23
314,0.9981749,1.0744562,10503,111.87200,102,12,2492,0.02515,2.79813,5.85021,1.26491,4.58530,0.39540,41.73200,12,1.726,23
315,0.9986224,1.0644648,10437,99.36000,112,12,2492,0.02185,2.79754,4.42719,0.79057,3.63662,0.82931,31.50000,12,1.726,23
316,0.9978574,1.0808506,10545,117.18400,102,15,2491,0.02725,2.79925,6.48267,0.47434,6.00833,0.28120,44.69200,12,1.726,23
317,0.9974462,1.0885002,10595,90.26560,147,16,2494,0.02975,2.79674,6.79890,2.05548,4.74342,0.00693,65.34000,12,1.728,23
318,0.9973684,1.0898814,10604,113.88800,135,13,2493,0.03020,2.79447,5.37587,1.89737,3.47851,0.07048,53.85600,12,1.727,23
319,0.9976563,1.0846703,10570,123.02080,113,13,2490,0.02850,2.78126,4.90153,1.89737,3.00416,0.15412,49.06400,12,1.727,23
320,0.9983172,1.0714212,10483,96.07040,133,12,2496,0.02415,2.79358,5.53399,2.52982,3.00416,0.30207,44.10800,12,1.727,23
321,0.9978417,1.0811558,10547,127.32160,127,15,2493,0.02735,2.77871,6.32456,1.58114,4.74342,0.05283,55.46000,12,1.726,23
322,0.9978259,1.0814611,10549,111.15520,136,14,2494,0.02745,2.79631,5.21776,0.31623,4.90153,0.42389,41.06000,12,1.727,23
323,0.9979737,1.0785637,10530,121.12000,114,14,2485,0.02650,2.79562,6.79890,1.58114,5.21776,0.31046,43.88000,12,1.726,23
324,0.9977540,1.0828356,10558,101.28640,141,15,2491,0.02790,2.78853,6.16644,1.42302,4.74342,0.10316,51.61600,12,1.726,23
325,0.9979966,1.0781067,10527,127.92960,119,11,2491,0.02635,2.79059,7.90569,1.26491,6.64078,0.14304,49.55600,12,1.727,23
326,0.9976891,1.0840585,10566,124.29440,144,14,2488,0.02830,2.79796,4.58530,0.94868,3.63662,0.21956,46.59200,12,1.726,23
327,0.9972182,1.0924940,10621,139.48800,127,14,2489,0.03105,2.78717,5.05964,2.84605,2.21359,0.02429,59.48400,12,1.726,23
328,0.9966153,1.1023723,10685,164.57600,120,14,2481,0.03425,2.79505,6.48267,2.05548,4.42719,0.01411,62.10000,12,1.736,23
329,0.9971461,1.0937251,10629,140.58880,123,13,2492,0.03145,2.78031,6.32456,2.21359,4.11096,0.01900,60.68400,12,1.736,23
330,0.9976067,1.0855886,10576,112.94080,126,13,2494,0.02880,2.78262,7.27324,0.15811,7.11512,0.30898,43.92000,12,1.746,23
331,0.9969241,1.0974247,10653,155.85280,101,12,2491,0.03265,2.78425,5.53399,0.79057,4.74342,0.02972,58.47600,12,1.748,23
332,0.9975817,1.0860479,10579,127.01440,119,12,2492,0.02895,2.78336,4.74342,0.47434,4.26907,0.30500,44.02800,12,1.758,23
333,0.9958005,1.1145037,10763,174.27840,123,14,2484,0.03815,2.79673,6.16644,0.79057,5.37587,0.00095,73.62000,12,1.756,23
334,0.9962813,1.1074924,10718,135.64800,146,15,2487,0.03590,2.79679,6.48267,0.15811,6.32456,0.00364,68.12800,12,1.754,23
335,0.9971551,1.0935711,10628,132.00640,132,17,2481,0.03140,2.78573,6.64078,0.31623,6.32456,0.03935,57.03200,12,1.754,23
336,0.9968387,1.0988145,10662,128.76160,128,14,2490,0.03310,2.79885,6.95701,0.15811,6.79890,0.05638,55.10400,12,1.754,23
337,0.9975229,1.0871202,10586,126.65600,125,13,2489,0.02930,2.79558,6.48267,1.58114,4.90153,0.10941,51.25600,12,1.754,23
338,0.9965955,1.1026821,10687,151.39200,122,13,2491,0.03435,2.78731,7.58947,0.79057,6.79890,0.01146,63.06800,12,1.754,23
339,0.9978966,1.0800879,10540,93.85600,147,14,2490,0.02700,2.79732,6.16644,1.26491,4.90153,0.10618,51.44000,12,1.752,23
340,0.9968196,1.0991235,10664,120.39680,127,12,2487,0.03320,2.80092,6.00833,2.05548,3.95285,0.01593,61.52800,12,1.751,23
341,0.9969523,1.0969617,10650,123.87200,127,14,2488,0.03250,2.77862,4.90153,2.21359,2.68794,0.02223,59.92000,12,1.751,23
342,0.9979814,1.0784113,10529,104.82560,122,12,2493,0.02645,2.79704,6.48267,1.58114,4.90153,0.14891,49.29200,12,1.741,23
343,0.9964755,1.1045423,10699,194.66240,129,12,2492,0.03495,2.79875,5.85021,1.58114,4.26907,0.00266,69.44400,12,1.741,23
344,0.9977540,1.0828356,10558,118.84800,117,14,2489,0.02790,2.79939,5.85021,2.21359,3.63662,0.10535,51.48800,12,1.741,23
345,0.9977620,1.0826828,10557,109.73440,140,14,2496,0.02785,2.79321,6.32456,1.26491,5.05964,0.13872,49.75600,12,1.731,23
346,0.9980868,1.0762803,10515,115.08480,114,12,2492,0.02575,2.80478,4.74342,0.63246,4.11096,0.44645,40.54000,12,1.730,23
347,0.9978259,1.0814611,10549,108.05760,125,13,2494,0.02745,2.79175,5.85021,1.42302,4.42719,0.27646,44.82800,12,1.730,23
348,0.9979584,1.0788684,10532,97.63200,122,19,2495,0.02660,2.79477,7.90569,1.42302,6.48267,0.14702,49.37600,12,1.730,23
349,0.9978574,1.0808506,10545,103.88480,119,12,2491,0.02725,2.79579,4.90153,-0.15811,5.05964,0.32411,43.51600,12,1.729,23
350,0.9980269,1.0774977,10523,114.83520,125,12,2492,0.02615,2.80833,6.95701,0.79057,6.16644,0.40211,41.57200,12,1.729,23
351,0.9978574,1.0808506,10545,95.09120,128,19,2492,0.02725,2.80410,5.69210,2.52982,3.16228,0.30647,43.98800,12,1.727,23
352,0.9978259,1.0814611,10549,127.87200,122,15,2494,0.02745,2.78594,5.85021,1.26491,4.58530,0.18604,47.78000,12,1.717,23
353,0.9980194,1.0776499,10524,110.70720,128,12,2492,0.02620,2.79007,6.64078,2.21359,4.42719,0.16750,48.50400,12,1.718,23
354,0.9987992,1.0600964,10408,85.51040,120,13,2496,0.02040,2.78766,4.74342,2.21359,2.52982,0.72153,34.36000,12,1.716,23
355,0.9986413,1.0640123,10434,88.21120,129,17,2496,0.02170,2.79821,4.42719,2.68794,1.73925,0.60136,37.10400,12,1.717,23
356,0.9984470,1.0685439,10464,118.08000,119,13,2495,0.02320,2.78880,5.37587,1.73925,3.63662,0.33902,43.12800,12,1.707,23
357,0.9981749,1.0744562,10503,125.73440,143,14,2493,0.02515,2.79447,5.37587,1.58114,3.79473,0.30236,44.10000,12,1.706,23
358,0.9973597,1.0900349,10605,115.60320,132,13,2488,0.03025,2.79457,5.69210,1.26491,4.42719,0.06261,54.52400,12,1.716,23
359,0.9983311,1.0711181,10481,118.11200,98,13,2496,0.02405,2.78748,4.11096,1.89737,2.21359,0.57828,37.61200,12,1.716,23
360,0.9979890,1.0782590,10528,129.68320,100,14,2496,0.02640,2.79349,5.69210,1.58114,4.11096,0.26322,45.21600,12,1.706,23
361,0.9980570,1.0768889,10519,112.35840,129,15,2491,0.02595,2.79177,6.00833,1.42302,4.58530,0.32350,43.53200,12,1.707,23
362,0.9983380,1.0709665,10480,87.25760,118,13,2496,0.02400,2.78869,5.37587,2.52982,2.84605,0.49961,39.34400,12,1.708,23
363,0.9976728,1.0843644,10568,98.18880,152,17,2487,0.02840,2.79546,5.21776,0.31623,4.90153,0.28725,44.52000,12,1.708,23
364,0.9984603,1.0682413,10462,117.92640,115,13,2491,0.02310,2.79157,5.85021,3.32039,2.52982,0.38393,42.00800,12,1.708,23
365,0.9985393,1.0664274,10450,89.90720,138,17,2494,0.02250,2.79432,5.69210,2.21359,3.47851,0.39724,41.68800,12,1.706,23
366,0.9980868,1.0762803,10515,78.58560,138,11,2490,0.02575,2.80073,6.32456,1.26491,5.05964,0.30324,44.07600,12,1.706,23
367,0.9983102,1.0715728,10484,91.84000,137,13,2492,0.02420,2.79809,6.32456,0.47434,5.85021,0.59010,37.35200,12,1.704,23
368,0.9994304,1.0411202,10281,61.01120,109,12,2498,0.01405,2.80272,4.26907,3.32039,0.94868,0.96187,25.65200,12,1.694,02
369,0.9985780,1.0655212,10444,96.44800,112,11,2494,0.02220,2.79797,5.69210,0.94868,4.74342,0.75903,33.43200,12,1.695,23
370,0.9986413,1.0640123,10434,81.48480,134,14,2494,0.02170,2.79243,5.05964,1.89737,3.16228,0.61691,36.76000,12,1.705,23
371,0.9986224,1.0644648,10437,76.90240,125,14,2494,0.02185,2.79108,5.37587,0.94868,4.42719,0.72401,34.30000,12,1.707,23
372,0.9986350,1.0641631,10435,93.77920,117,13,2494,0.02175,2.78871,4.58530,2.05548,2.52982,0.73159,34.11600,12,1.707,23
